Supplementary_Table8:  NIPT data with different fetal concentrations,,,,,,,
,,,,,,,
,sample,chr13_count,chr13_prob,total_reads,coverage,ff,Z_score_CHR13
4277,sample_4277,750,0.016852796,44503,0.323729,0.2,15.45669385
4278,sample_4278,676,0.018729912,36092,0.262485,0.2,31.46648511
4279,sample_4279,1125,0.017216577,65344,0.475487,0.2,18.55935185
4280,sample_4280,532,0.018509498,28742,0.209038,0.2,29.58658822
4281,sample_4281,376,0.016424234,22893,0.166517,0.2,11.80151885
4282,sample_4282,914,0.018389602,49702,0.361658,0.2,28.56400133
4283,sample_4283,528,0.018669778,28281,0.205681,0.2,30.95360515
4284,sample_4284,631,0.01651746,38202,0.277945,0.2,12.59663123
4285,sample_4285,1000,0.018412815,54310,0.395146,0.2,28.76198587
4286,sample_4286,990,0.017731767,55832,0.406283,0.2,22.95337003
4287,sample_4287,431,0.020069849,21475,0.156155,0.2,42.89470747
4288,sample_4288,750,0.018729865,40043,0.291149,0.2,31.46608381
4289,sample_4289,985,0.017274338,57021,0.414787,0.2,19.0519883
4290,sample_4290,1164,0.018353542,63421,0.461333,0.2,28.25644959
4291,sample_4291,1107,0.018308112,60465,0.439812,0.2,27.86897969
4292,sample_4292,1116,0.018142506,61513,0.447401,0.2,26.45654051
4293,sample_4293,907,0.016163524,56114,0.408273,0.2,9.577939532
4294,sample_4294,717,0.017020367,42126,0.306398,0.2,16.88589544
4295,sample_4295,634,0.018298843,34647,0.252114,0.2,27.78992062
4296,sample_4296,408,0.015574302,26197,0.190682,0.2,4.552507514
4297,sample_4297,1154,0.017729026,65091,0.47346,0.2,22.92999043
4298,sample_4298,1010,0.016714936,60425,0.439589,0.2,14.28089068
4299,sample_4299,298,0.020330195,14658,0.106555,0.2,45.11518418
4300,sample_4300,1183,0.018462163,64077,0.466082,0.2,29.18286632
4301,sample_4301,496,0.020438437,24268,0.176445,0.2,46.03837548
4302,sample_4302,1190,0.018098584,65751,0.47823,0.2,26.08192935
4303,sample_4303,891,0.01729459,51519,0.374684,0.2,19.2247232
4304,sample_4304,734,0.018104235,40543,0.294997,0.2,26.13012597
4305,sample_4305,1121,0.018718274,59888,0.435437,0.2,31.36722257
4306,sample_4306,1099,0.016376099,67110,0.488388,0.2,11.39097419
4307,sample_4307,699,0.016663091,41949,0.305188,0.2,13.83870852
4308,sample_4308,1103,0.017980275,61345,0.446311,0.2,25.0728839
4309,sample_4309,1121,0.017432277,64306,0.467872,0.2,20.39904242
4310,sample_4310,256,0.017873351,14323,0.104188,0.2,24.16092859
4311,sample_4311,894,0.018715066,47769,0.347459,0.2,31.33986299
4312,sample_4312,715,0.018327694,39012,0.283775,0.2,28.03599245
4313,sample_4313,428,0.019119946,22385,0.162762,0.2,34.79305739
4314,sample_4314,514,0.018317237,28061,0.204043,0.2,27.94680888
4315,sample_4315,473,0.019353519,24440,0.17775,0.2,36.78518032
4316,sample_4316,972,0.017975367,54074,0.393397,0.2,25.03102048
4317,sample_4317,947,0.016743578,56559,0.411457,0.2,14.52517316
4318,sample_4318,748,0.01937874,38599,0.28073,0.2,37.00029324
4319,sample_4319,1135,0.017164721,66124,0.481064,0.2,18.11707515
4320,sample_4320,1170,0.017940383,65216,0.474286,0.2,24.73264131
4321,sample_4321,1145,0.017341653,66026,0.480453,0.2,19.62611975
4322,sample_4322,928,0.017444265,53198,0.386974,0.2,20.50128635
4323,sample_4323,1229,0.018457611,66585,0.484184,0.2,29.14404146
4324,sample_4324,971,0.01759058,55200,0.401698,0.2,21.74919581
4325,sample_4325,1088,0.018448182,58976,0.428981,0.2,29.06362848
4326,sample_4326,358,0.018591608,19256,0.140105,0.2,30.28689454
4327,sample_4327,766,0.015971643,47960,0.349029,0.2,7.941398027
4328,sample_4328,498,0.015396982,32344,0.235321,0.2,3.040157945
4329,sample_4329,521,0.015726403,33129,0.241008,0.2,5.849761612
4330,sample_4330,1253,0.018384834,68154,0.49577,0.2,28.5233381
4331,sample_4331,1042,0.018596184,56033,0.407615,0.2,30.32592787
4332,sample_4332,1149,0.017520586,65580,0.477043,0.2,21.15222046
4333,sample_4333,991,0.017849424,55520,0.403876,0.2,23.95685753
4334,sample_4334,767,0.01746198,43924,0.319555,0.2,20.65237602
4335,sample_4335,830,0.015908917,52172,0.379702,0.2,7.406409152
4336,sample_4336,391,0.015399764,25390,0.184814,0.2,3.063879013
4337,sample_4337,636,0.017168772,37044,0.269461,0.2,18.15162963
4338,sample_4338,844,0.016463795,51264,0.372914,0.2,12.13892993
4339,sample_4339,1029,0.019115735,53830,0.391399,0.2,34.75713633
4340,sample_4340,314,0.016915369,18563,0.135072,0.2,15.99037325
4341,sample_4341,321,0.019095776,16810,0.122262,0.2,34.58691256
4342,sample_4342,912,0.017079931,53396,0.388413,0.2,17.39390933
4343,sample_4343,426,0.019022953,22394,0.162942,0.2,33.96580391
4344,sample_4344,1182,0.017671331,66888,0.486672,0.2,22.43791946
4345,sample_4345,627,0.015737162,39842,0.289897,0.2,5.941523856
4346,sample_4346,283,0.020346538,13909,0.101173,0.2,45.25457332
4347,sample_4347,1019,0.018493312,55101,0.400871,0.2,29.44853883
4348,sample_4348,763,0.018097294,42161,0.306756,0.2,26.07092409
4349,sample_4349,520,0.016814331,30926,0.225027,0.2,15.12862466
4350,sample_4350,284,0.014708167,19309,0.140491,0.2,-2.834699305
4351,sample_4351,214,0.013005166,16455,0.119756,0.2,-17.35948073
4352,sample_4352,1093,0.017732855,61637,0.448495,0.2,22.96265408
4353,sample_4353,1040,0.016811069,61864,0.449964,0.2,15.1008072
4354,sample_4354,852,0.017063548,49931,0.363255,0.2,17.25417658
4355,sample_4355,316,0.015670717,20165,0.146749,0.2,5.37481738
4356,sample_4356,304,0.015675759,19393,0.14108,0.2,5.417826271
4357,sample_4357,813,0.018606674,43694,0.31788,0.2,30.41539033
4358,sample_4358,570,0.018650002,30563,0.222246,0.2,30.78493139
4359,sample_4359,463,0.014825963,31229,0.227332,0.2,-1.830026549
4360,sample_4360,841,0.016834478,49957,0.36347,0.2,15.30045417
4361,sample_4361,519,0.019074571,27209,0.197962,0.2,34.4060531
4362,sample_4362,273,0.015250545,17901,0.13026,0.2,1.791200381
4363,sample_4363,421,0.016502685,25511,0.185625,0.2,12.47061883
4364,sample_4364,341,0.016398961,20794,0.151274,0.2,11.58596512
4365,sample_4365,817,0.016295026,50138,0.36469,0.2,10.69950642
4366,sample_4366,861,0.018928485,45487,0.330877,0.2,33.16009707
4367,sample_4367,456,0.016010674,28481,0.207187,0.2,8.274288538
4368,sample_4368,836,0.019154981,43644,0.317382,0.2,35.09186691
4369,sample_4369,834,0.019249411,43326,0.315027,0.2,35.89725572
4370,sample_4370,321,0.016305176,19687,0.143236,0.2,10.78607741
4371,sample_4371,733,0.017457785,41987,0.305436,0.2,20.61659519
4372,sample_4372,1109,0.018376748,60348,0.438859,0.2,28.45437188
4373,sample_4373,852,0.01915726,44474,0.323362,0.2,35.11130614
4374,sample_4374,260,0.015800668,16455,0.11974,0.2,6.48316807
4375,sample_4375,280,0.014737618,18999,0.138303,0.2,-2.583517251
4376,sample_4376,1071,0.017650258,60679,0.441485,0.2,22.25818704
4377,sample_4377,525,0.015909091,33000,0.240109,0.2,7.407895308
4378,sample_4378,1030,0.017835498,57750,0.420142,0.2,23.83808539
4379,sample_4379,991,0.017567807,56410,0.410354,0.2,21.55497003
4380,sample_4380,778,0.01595701,48756,0.354825,0.2,7.816597462
4381,sample_4381,1121,0.016999014,65945,0.479612,0.2,16.70377601
4382,sample_4382,563,0.018058184,31177,0.226767,0.2,25.73735942
4383,sample_4383,708,0.017179045,41213,0.299754,0.2,18.23924883
4384,sample_4384,1087,0.017504026,62100,0.451695,0.2,21.01098326
4385,sample_4385,286,0.015794996,18107,0.13177,0.2,6.434791299
4386,sample_4386,668,0.015488059,43130,0.313899,0.2,3.816946604
4387,sample_4387,451,0.015846803,28460,0.207053,0.2,6.876642074
4388,sample_4388,516,0.017767983,29041,0.211294,0.2,23.26225775
4389,sample_4389,425,0.014967424,28395,0.2066,0.2,-0.623517312
4390,sample_4390,332,0.015543799,21359,0.155418,0.2,4.292345004
4391,sample_4391,607,0.017244318,35200,0.255996,0.2,18.79595543
4392,sample_4392,1076,0.016928886,63560,0.462298,0.2,16.10565717
4393,sample_4393,829,0.01731448,47879,0.348288,0.2,19.39436282
4394,sample_4394,758,0.016213904,46750,0.340153,0.2,10.00762267
4395,sample_4395,933,0.017910964,52091,0.378915,0.2,24.48172682
4396,sample_4396,1207,0.017731486,68071,0.495054,0.2,22.95097778
4397,sample_4397,619,0.01893893,32684,0.237781,0.2,33.24918432
4398,sample_4398,632,0.018467113,34223,0.248978,0.2,29.22508495
4399,sample_4399,657,0.017456227,37637,0.273751,0.2,20.6033074
4400,sample_4400,1086,0.018125376,59916,0.43593,0.2,26.31043195
4401,sample_4401,694,0.019107403,36321,0.264225,0.2,34.68607934
4402,sample_4402,542,0.016215408,33425,0.243273,0.2,10.02044921
4403,sample_4403,1039,0.017236517,60279,0.438499,0.2,18.72941853
4404,sample_4404,1080,0.016472454,65564,0.476932,0.2,12.21278312
4405,sample_4405,897,0.015928544,56314,0.409836,0.2,7.5738053
4406,sample_4406,981,0.017636906,55622,0.404686,0.2,22.14431172
4407,sample_4407,702,0.01679225,41805,0.304188,0.2,14.94029519
4408,sample_4408,643,0.017049372,37714,0.274384,0.2,17.13326953
4409,sample_4409,1171,0.017614055,66481,0.483644,0.2,21.94941614
4410,sample_4410,832,0.015989545,52034,0.378713,0.2,8.094085164
4411,sample_4411,721,0.018490973,38992,0.283662,0.2,29.42858306
4412,sample_4412,941,0.018198697,51707,0.376083,0.2,26.93578143
4413,sample_4413,374,0.02111086,17716,0.128816,0.2,51.77342248
4414,sample_4414,307,0.017051766,18004,0.130944,0.2,17.15369366
4415,sample_4415,651,0.016169896,40260,0.292941,0.2,9.632280961
4416,sample_4416,1073,0.017953652,59765,0.434617,0.2,24.84581232
4417,sample_4417,780,0.016751498,46563,0.338833,0.2,14.59272628
4418,sample_4418,370,0.014578983,25379,0.184747,0.2,-3.936505327
4419,sample_4419,866,0.018042043,47999,0.349073,0.2,25.59969076
4420,sample_4420,942,0.016249224,57972,0.42176,0.2,10.30886466
4421,sample_4421,851,0.016409248,51861,0.377321,0.2,11.67369846
4422,sample_4422,558,0.017360463,32142,0.233823,0.2,19.786546
4423,sample_4423,1130,0.016991204,66505,0.483793,0.2,16.63715943
4424,sample_4424,948,0.016377866,57883,0.421055,0.2,11.4060427
4425,sample_4425,1104,0.018132545,60885,0.442813,0.2,26.37157957
4426,sample_4426,667,0.015679729,42539,0.309561,0.2,5.451685229
4427,sample_4427,860,0.018736383,45900,0.333782,0.2,31.52167578
4428,sample_4428,412,0.014981273,27501,0.200185,0.2,-0.505395331
4429,sample_4429,1053,0.016187797,65049,0.473307,0.2,9.78495916
4430,sample_4430,923,0.0177664,51952,0.377838,0.2,23.24875267
4431,sample_4431,516,0.015855944,32543,0.236805,0.2,6.95461281
4432,sample_4432,1155,0.017815002,64833,0.471728,0.2,23.66327459
4433,sample_4433,572,0.017981201,31811,0.231356,0.2,25.08078152
4434,sample_4434,1139,0.016700635,68201,0.496201,0.2,14.1589186
4435,sample_4435,436,0.017770532,24535,0.17848,0.2,23.2839954
4436,sample_4436,776,0.018876186,41110,0.29899,0.2,32.71404069
4437,sample_4437,1213,0.018298386,66290,0.482171,0.2,27.78602518
4438,sample_4438,711,0.016501114,43088,0.313424,0.2,12.45721888
4439,sample_4439,595,0.016112435,36928,0.268675,0.2,9.142202926
4440,sample_4440,967,0.016876385,57299,0.416931,0.2,15.65788139
4441,sample_4441,1019,0.018033483,56506,0.410969,0.2,25.52668847
4442,sample_4442,899,0.018295041,49139,0.357464,0.2,27.75749351
4443,sample_4443,497,0.018903088,26292,0.191221,0.2,32.94349065
4444,sample_4444,420,0.020511819,20476,0.148943,0.2,46.66423917
4445,sample_4445,787,0.01885346,41743,0.303519,0.2,32.52021749
4446,sample_4446,609,0.019320453,31521,0.229228,0.2,36.5031645
4447,sample_4447,881,0.016544912,53249,0.387512,0.2,12.83076591
4448,sample_4448,688,0.015826279,43472,0.316332,0.2,6.701598187
4449,sample_4449,856,0.016020962,53430,0.388798,0.2,8.36203608
4450,sample_4450,949,0.018517073,51250,0.372753,0.2,29.6511938
4451,sample_4451,818,0.017375789,47077,0.342363,0.2,19.91725745
4452,sample_4452,1098,0.018305492,59982,0.436446,0.2,27.84662977
4453,sample_4453,583,0.018917516,30818,0.224197,0.2,33.06654047
4454,sample_4454,634,0.019891444,31873,0.231774,0.2,41.37310802
4455,sample_4455,1031,0.017018818,60580,0.440738,0.2,16.87268091
4456,sample_4456,306,0.018979098,16123,0.117238,0.2,33.59177285
4457,sample_4457,472,0.020489668,23036,0.167537,0.2,46.47532022
4458,sample_4458,960,0.016727653,57390,0.417467,0.2,14.38935335
4459,sample_4459,577,0.017727119,32549,0.236737,0.2,22.91373083
4460,sample_4460,1031,0.01727026,59698,0.43428,0.2,19.01721403
4461,sample_4461,1012,0.017394593,58179,0.423356,0.2,20.07763502
4462,sample_4462,946,0.016713781,56600,0.411752,0.2,14.27104018
4463,sample_4463,605,0.017194339,35186,0.256027,0.2,18.36968355
4464,sample_4464,816,0.016574586,49232,0.358182,0.2,13.08385333
4465,sample_4465,682,0.018749656,36374,0.264662,0.2,31.63487947
4466,sample_4466,1009,0.016556726,60942,0.443324,0.2,12.93153032
4467,sample_4467,679,0.01786607,38005,0.276567,0.2,24.09883541
4468,sample_4468,890,0.018248175,48772,0.354686,0.2,27.35778165
4469,sample_4469,250,0.013757429,18172,0.132265,0.2,-10.94347868
4470,sample_4470,839,0.018497288,45358,0.330024,0.2,29.48244951
4471,sample_4471,451,0.016509261,27318,0.198707,0.2,12.52670658
4472,sample_4472,422,0.017130099,24635,0.179271,0.2,17.82179186
4473,sample_4473,426,0.016456136,25887,0.18837,0.2,12.07360709
4474,sample_4474,429,0.018062397,23751,0.172723,0.2,25.77329569
4475,sample_4475,329,0.019347251,17005,0.12369,0.2,36.73172087
4476,sample_4476,357,0.015861732,22507,0.163729,0.2,7.003973677
4477,sample_4477,419,0.020054564,20893,0.15193,0.2,42.76434335
4478,sample_4478,839,0.018655223,44974,0.327092,0.2,30.82946419
4479,sample_4479,606,0.015860968,38207,0.277999,0.2,6.997457402
4480,sample_4480,519,0.019127999,27133,0.197269,0.2,34.8617385
4481,sample_4481,386,0.018236795,21166,0.153934,0.2,27.26071967
4482,sample_4482,889,0.017262471,51499,0.374712,0.2,18.95078053
4483,sample_4483,231,0.016481164,14016,0.101965,0.2,12.28707
4484,sample_4484,910,0.019473155,46731,0.339741,0.2,37.80554777
4485,sample_4485,315,0.018753349,16797,0.122143,0.2,31.66637224
4486,sample_4486,848,0.016180118,52410,0.381464,0.2,9.719468972
4487,sample_4487,447,0.017867136,25018,0.181984,0.2,24.1079222
4488,sample_4488,819,0.016623029,49269,0.358568,0.2,13.49702067
4489,sample_4489,802,0.017354424,46213,0.336123,0.2,19.73504094
4490,sample_4490,768,0.01868886,41094,0.298806,0.2,31.116349
4491,sample_4491,1029,0.017889741,57519,0.418313,0.2,24.30071968
4492,sample_4492,1214,0.018456019,65778,0.478346,0.2,29.13046474
4493,sample_4493,548,0.017011237,32214,0.23438,0.2,16.8080253
4494,sample_4494,1143,0.018380934,62184,0.452189,0.2,28.49007235
4495,sample_4495,948,0.015847013,59822,0.435407,0.2,6.878435493
4496,sample_4496,505,0.015541331,32494,0.236477,0.2,4.271294241
4497,sample_4497,890,0.016099564,55281,0.40219,0.2,9.032427381
4498,sample_4498,518,0.015997529,32380,0.235622,0.2,8.162180499
4499,sample_4499,621,0.016590527,37431,0.272383,0.2,13.21981244
4500,sample_4500,698,0.017258858,40443,0.294088,0.22,18.91996577
4501,sample_4501,1020,0.019166087,53219,0.386889,0.22,35.18658996
4502,sample_4502,1225,0.018566232,65980,0.479737,0.22,30.07046765
4503,sample_4503,332,0.021943159,15130,0.109932,0.22,58.8720429
4504,sample_4504,1013,0.018315946,55307,0.402101,0.22,27.93579029
4505,sample_4505,1107,0.017985378,61550,0.447643,0.22,25.11640064
4506,sample_4506,761,0.018755854,40574,0.295143,0.22,31.68773456
4507,sample_4507,585,0.016881168,34654,0.252029,0.22,15.69867391
4508,sample_4508,311,0.019286822,16125,0.117213,0.22,36.21632527
4509,sample_4509,869,0.016974314,51195,0.37243,0.22,16.49310775
4510,sample_4510,649,0.016491335,39354,0.286181,0.22,12.373815
4511,sample_4511,532,0.016219018,32801,0.238632,0.22,10.05123936
4512,sample_4512,769,0.019445709,39546,0.28754,0.22,37.57146216
4513,sample_4513,204,0.01310717,15564,0.113297,0.22,-16.489489
4514,sample_4514,1004,0.016767707,59877,0.435479,0.22,14.73097309
4515,sample_4515,1010,0.016972793,59507,0.432704,0.22,16.48013712
4516,sample_4516,844,0.017504563,48216,0.35078,0.22,21.0155636
4517,sample_4517,929,0.019233158,48302,0.35116,0.22,35.75863168
4518,sample_4518,786,0.016527188,47558,0.345939,0.22,12.67960097
4519,sample_4519,943,0.017433906,54090,0.393377,0.22,20.41294054
4520,sample_4520,279,0.01523924,18308,0.133227,0.22,1.694780948
4521,sample_4521,666,0.016990229,39199,0.285213,0.22,16.62884947
4522,sample_4522,554,0.016993865,32600,0.237079,0.22,16.659858
4523,sample_4523,455,0.01660281,27405,0.199389,0.22,13.32457446
4524,sample_4524,398,0.017188512,23155,0.16845,0.22,18.31999011
4525,sample_4525,1140,0.017989869,63369,0.460901,0.22,25.1547051
4526,sample_4526,1212,0.018922717,64050,0.465604,0.22,33.1108985
4527,sample_4527,647,0.016409658,39428,0.286805,0.22,11.677198
4528,sample_4528,823,0.018938697,43456,0.315967,0.22,33.24719068
4529,sample_4529,330,0.016133764,20454,0.14875,0.22,9.32411271
4530,sample_4530,604,0.01954566,30902,0.224638,0.22,38.42394305
4531,sample_4531,312,0.019822109,15740,0.114409,0.22,40.78175556
4532,sample_4532,246,0.014563107,16892,0.122915,0.22,-4.071909149
4533,sample_4533,338,0.014548898,23232,0.169029,0.22,-4.193094367
4534,sample_4534,870,0.018242053,47692,0.34681,0.22,27.30556747
4535,sample_4535,912,0.016479644,55341,0.402622,0.22,12.27410605
4536,sample_4536,534,0.016332273,32696,0.237902,0.22,11.01718631
4537,sample_4537,746,0.018763991,39757,0.28903,0.22,31.75714082
4538,sample_4538,1038,0.016394219,63315,0.460664,0.22,11.54552214
4539,sample_4539,617,0.017721228,34817,0.253219,0.22,22.8634871
4540,sample_4540,709,0.019472138,36411,0.264815,0.22,37.79687108
4541,sample_4541,492,0.02027027,24272,0.176441,0.22,44.60408937
4542,sample_4542,1065,0.01613343,66012,0.480371,0.22,9.321270174
4543,sample_4543,994,0.016120662,61660,0.448684,0.22,9.212367743
4544,sample_4544,625,0.016083376,38860,0.282606,0.22,8.894362568
4545,sample_4545,676,0.016632221,40644,0.295746,0.22,13.57542336
4546,sample_4546,272,0.018389561,14791,0.107596,0.22,28.56365328
4547,sample_4547,656,0.018808957,34877,0.253645,0.22,32.14065223
4548,sample_4548,1144,0.017791325,64301,0.467783,0.22,23.46133984
4549,sample_4549,1053,0.017418779,60452,0.439674,0.22,20.28391559
4550,sample_4550,910,0.017943055,50716,0.368975,0.22,24.75543673
4551,sample_4551,1134,0.018445023,61480,0.447145,0.22,29.03668098
4552,sample_4552,499,0.015352429,32503,0.236488,0.22,2.660164835
4553,sample_4553,308,0.014460094,21300,0.15495,0.22,-4.95049897
4554,sample_4554,414,0.018604233,22253,0.161826,0.22,30.39457506
4555,sample_4555,1234,0.018079262,68255,0.496268,0.22,25.91712944
4556,sample_4556,790,0.019569956,40368,0.293507,0.22,38.63116131
4557,sample_4557,300,0.016180357,18541,0.134876,0.22,9.721505241
4558,sample_4558,1038,0.017287323,60044,0.43671,0.22,19.16273736
4559,sample_4559,897,0.01680625,53373,0.388109,0.22,15.05970551
4560,sample_4560,348,0.016027265,21713,0.158,0.22,8.41579193
4561,sample_4561,362,0.019914182,18178,0.132164,0.22,41.56703721
4562,sample_4562,697,0.019335331,36048,0.262101,0.22,36.63005484
4563,sample_4563,412,0.015868736,25963,0.188897,0.22,7.063713484
4564,sample_4564,1147,0.01859417,61686,0.448564,0.22,30.30875133
4565,sample_4565,605,0.017571885,34430,0.250487,0.22,21.5897498
4566,sample_4566,533,0.016241087,32818,0.23881,0.22,10.23946855
4567,sample_4567,898,0.019561713,45906,0.333707,0.22,38.56085448
4568,sample_4568,277,0.01398072,19813,0.144193,0.22,-9.039047749
4569,sample_4569,968,0.017985879,53820,0.391413,0.22,25.1206746
4570,sample_4570,1041,0.017959113,57965,0.42155,0.22,24.89239269
4571,sample_4571,1200,0.018886336,63538,0.46196,0.22,32.80060842
4572,sample_4572,508,0.016311328,31144,0.226608,0.22,10.83854756
4573,sample_4573,681,0.015747121,43246,0.314719,0.22,6.026466302
4574,sample_4574,330,0.023377727,14116,0.102545,0.22,71.10737413
4575,sample_4575,834,0.015817023,52728,0.38372,0.22,6.622656365
4576,sample_4576,1004,0.018666915,53785,0.391218,0.22,30.9291806
4577,sample_4577,795,0.018513775,42941,0.312301,0.22,29.62306149
4578,sample_4578,657,0.016708204,39322,0.286054,0.22,14.22347553
4579,sample_4579,891,0.017525915,50839,0.36963,0.22,21.19767624
4580,sample_4580,1034,0.018333658,56399,0.410039,0.22,28.08686202
4581,sample_4581,770,0.015889065,48461,0.352605,0.22,7.237099431
4582,sample_4582,992,0.018098227,54812,0.398478,0.22,26.07888122
4583,sample_4583,854,0.017692515,48269,0.350962,0.22,22.61859362
4584,sample_4584,1154,0.018084656,63811,0.464177,0.22,25.9631401
4585,sample_4585,435,0.020609277,21107,0.153461,0.22,47.49545019
4586,sample_4586,1155,0.018048849,63993,0.465532,0.22,25.65774335
4587,sample_4587,790,0.018434685,42854,0.311732,0.22,28.94851264
4588,sample_4588,1017,0.018082893,56241,0.408917,0.22,25.9481037
4589,sample_4589,458,0.016656968,27496,0.199955,0.22,13.7864892
4590,sample_4590,1036,0.018019898,57492,0.418152,0.22,25.41082509
4591,sample_4591,381,0.021605988,17634,0.12823,0.22,55.99633624
4592,sample_4592,888,0.016875713,52620,0.38278,0.22,15.65214466
4593,sample_4593,565,0.019327472,29233,0.212524,0.22,36.56303201
4594,sample_4594,710,0.017758435,39981,0.29086,0.22,23.18082404
4595,sample_4595,417,0.014661416,28442,0.206987,0.22,-3.23343498
4596,sample_4596,961,0.017820387,53927,0.392194,0.22,23.70920459
4597,sample_4597,497,0.018165869,27359,0.198977,0.22,26.65579486
4598,sample_4598,701,0.018556756,37776,0.274693,0.22,29.98964257
4599,sample_4599,330,0.014612115,22584,0.164289,0.22,-3.653923551
4600,sample_4600,520,0.016509509,31497,0.22915,0.22,12.52881791
4601,sample_4601,801,0.015827224,50609,0.368294,0.22,6.709661629
4602,sample_4602,564,0.016633243,33908,0.246616,0.22,13.58413698
4603,sample_4603,502,0.017375052,28892,0.210186,0.22,19.91097432
4604,sample_4604,810,0.017436604,46454,0.337909,0.22,20.43594733
4605,sample_4605,1134,0.017415342,65115,0.473629,0.22,20.25460636
4606,sample_4606,779,0.018211998,42774,0.311096,0.22,27.0492285
4607,sample_4607,801,0.016732119,47872,0.348288,0.22,14.42744425
4608,sample_4608,521,0.0178964,29112,0.211704,0.22,24.35751663
4609,sample_4609,606,0.015836513,38266,0.278451,0.22,6.788881953
4610,sample_4610,815,0.017789322,45814,0.333281,0.22,23.44425526
4611,sample_4611,1141,0.018113124,62993,0.457989,0.22,26.20593682
4612,sample_4612,443,0.019346668,22898,0.166481,0.22,36.7267487
4613,sample_4613,1050,0.018892707,55577,0.40407,0.22,32.85495202
4614,sample_4614,517,0.016311206,31696,0.230621,0.22,10.83751076
4615,sample_4615,431,0.016665378,25862,0.188185,0.22,13.85821314
4616,sample_4616,1118,0.016922728,66065,0.480648,0.22,16.05313197
4617,sample_4617,495,0.019562898,25303,0.183998,0.22,38.57095797
4618,sample_4618,422,0.021941455,19233,0.139756,0.22,58.85750538
4619,sample_4619,904,0.017604331,51351,0.373507,0.22,21.8664794
4620,sample_4620,446,0.01475258,30232,0.220033,0.22,-2.455905025
4621,sample_4621,1133,0.018352636,61735,0.448817,0.22,28.24872295
4622,sample_4622,657,0.019260649,34111,0.248106,0.22,35.99310059
4623,sample_4623,546,0.016307757,33481,0.243524,0.22,10.80808746
4624,sample_4624,493,0.020007305,24641,0.179137,0.22,42.36127608
4625,sample_4625,267,0.016417635,16263,0.118278,0.22,11.74523337
4626,sample_4626,800,0.018967684,42177,0.306615,0.22,33.49442045
4627,sample_4627,487,0.017849289,27284,0.198418,0.22,23.95570893
4628,sample_4628,859,0.018758326,45793,0.332957,0.22,31.70881813
4629,sample_4629,930,0.019002861,48940,0.355931,0.22,33.79444123
4630,sample_4630,675,0.01939098,34810,0.253112,0.22,37.10468071
4631,sample_4631,1196,0.017857943,66973,0.48692,0.22,24.02951652
4632,sample_4632,433,0.021167384,20456,0.148691,0.22,52.25550673
4633,sample_4633,1042,0.016755914,62187,0.452438,0.22,14.630387
4634,sample_4634,607,0.01616167,37558,0.273295,0.22,9.562124305
4635,sample_4635,801,0.017030958,47032,0.342114,0.22,16.97621832
4636,sample_4636,844,0.017511827,48196,0.350598,0.22,21.07751695
4637,sample_4637,363,0.014488126,25055,0.182318,0.22,-4.711414075
4638,sample_4638,486,0.018961414,25631,0.186383,0.22,33.44094494
4639,sample_4639,687,0.017133451,40097,0.291554,0.22,17.85038022
4640,sample_4640,1006,0.018775663,53580,0.389648,0.22,31.85668464
4641,sample_4641,1310,0.019148128,68414,0.497269,0.22,35.03341273
4642,sample_4642,1206,0.018673356,64584,0.469611,0.22,30.98411598
4643,sample_4643,794,0.019340852,41053,0.2984,0.22,36.67714647
4644,sample_4644,649,0.017560474,36958,0.26877,0.22,21.49242675
4645,sample_4645,597,0.017170468,34769,0.252873,0.22,18.16609192
4646,sample_4646,1155,0.018554515,62249,0.452597,0.22,29.97053197
4647,sample_4647,830,0.017380379,47755,0.347419,0.22,19.95640879
4648,sample_4648,729,0.019910961,36613,0.266098,0.22,41.53956219
4649,sample_4649,725,0.016939648,42799,0.311325,0.22,16.19744578
4650,sample_4650,865,0.016652228,51945,0.377774,0.22,13.74606235
4651,sample_4651,599,0.017947566,33375,0.242812,0.22,24.79390304
4652,sample_4652,588,0.019914651,29526,0.214602,0.22,41.57104167
4653,sample_4653,973,0.017718937,54913,0.39925,0.22,22.84394811
4654,sample_4654,655,0.018696124,35034,0.254673,0.22,31.17830381
4655,sample_4655,465,0.015573194,29859,0.217175,0.22,4.54305414
4656,sample_4656,860,0.018076341,47576,0.345962,0.22,25.89222001
4657,sample_4657,799,0.016291826,49043,0.356812,0.22,10.67221224
4658,sample_4658,498,0.016462266,30251,0.220046,0.22,12.12588454
4659,sample_4659,432,0.017168747,25162,0.182994,0.22,18.15141002
4660,sample_4660,709,0.018011381,39364,0.286295,0.22,25.33818024
4661,sample_4661,829,0.017638673,46999,0.341791,0.22,22.15938151
4662,sample_4662,878,0.018073281,48580,0.353242,0.22,25.86612297
4663,sample_4663,826,0.017338735,47639,0.346547,0.22,19.60123047
4664,sample_4664,777,0.016810177,46222,0.336166,0.22,15.09319538
4665,sample_4665,491,0.020826264,23576,0.171391,0.22,49.34612102
4666,sample_4666,671,0.017461681,38427,0.279442,0.22,20.64982421
4667,sample_4667,488,0.017536294,27828,0.202397,0.22,21.28620002
4668,sample_4668,485,0.01703069,28478,0.207218,0.22,16.97393864
4669,sample_4669,1092,0.018702793,58387,0.424624,0.22,31.23518892
4670,sample_4670,947,0.016984415,55757,0.405645,0.22,16.57925519
