Supplementary_Table8:  NIPT data with different fetal concentrations,,,,,,,
,,,,,,,
,sample,chr13_count,chr13_prob,total_reads,coverage,ff,Z_score_CHR13
2697,sample_2697,1120,0.018038331,62090,0.451837,0.14,25.56803915
2698,sample_2698,832,0.016245241,51215,0.37288,0.14,10.27489298
2699,sample_2699,450,0.014608492,30804,0.224261,0.14,-3.684818474
2700,sample_2700,539,0.016226142,33218,0.241806,0.14,10.11200577
2701,sample_2701,1089,0.016128555,67520,0.491462,0.14,9.279684962
2702,sample_2702,1002,0.015743083,63647,0.463341,0.14,5.992024954
2703,sample_2703,517,0.017483936,29570,0.215183,0.14,20.83964266
2704,sample_2704,426,0.017258842,24683,0.179658,0.14,18.91982906
2705,sample_2705,875,0.016944229,51640,0.37576,0.14,16.23651815
2706,sample_2706,964,0.015627026,61688,0.449096,0.14,5.002186187
2707,sample_2707,512,0.018221938,28098,0.204445,0.14,27.13400232
2708,sample_2708,584,0.016235752,35970,0.261813,0.14,10.19396506
2709,sample_2709,350,0.013753537,25448,0.185322,0.14,-10.97667659
2710,sample_2710,767,0.018517177,41421,0.301404,0.14,29.65208172
2711,sample_2711,748,0.017864393,41871,0.304747,0.14,24.08453037
2712,sample_2712,881,0.016741411,52624,0.382961,0.14,14.50669319
2713,sample_2713,809,0.018381351,44012,0.320276,0.14,28.49362497
2714,sample_2714,969,0.017542272,55238,0.402007,0.14,21.33717952
2715,sample_2715,413,0.017315836,23851,0.173552,0.14,19.40592431
2716,sample_2716,919,0.015768973,58279,0.424346,0.14,6.212842749
2717,sample_2717,868,0.016823336,51595,0.375523,0.14,15.20542435
2718,sample_2718,178,0.01267716,14041,0.102226,0.14,-20.15701977
2719,sample_2719,439,0.018768705,23390,0.170166,0.14,31.79734046
2720,sample_2720,415,0.016137813,25716,0.187236,0.14,9.358650337
2721,sample_2721,553,0.016709978,33094,0.240911,0.14,14.23860227
2722,sample_2722,918,0.017204865,53357,0.388266,0.14,18.4594649
2723,sample_2723,621,0.015747832,39434,0.287058,0.14,6.032527807
2724,sample_2724,599,0.017896089,33471,0.243535,0.14,24.35486449
2725,sample_2725,825,0.017073675,48320,0.351609,0.14,17.34055589
2726,sample_2726,714,0.016128668,44269,0.322247,0.14,9.280652264
2727,sample_2727,833,0.017341522,48035,0.349658,0.14,19.62499835
2728,sample_2728,553,0.016557878,33398,0.243083,0.14,12.94135266
2729,sample_2729,383,0.015001958,25530,0.185847,0.14,-0.328973797
2730,sample_2730,1152,0.018041156,63854,0.464603,0.14,25.59213281
2731,sample_2731,670,0.017417074,38468,0.279972,0.14,20.26937715
2732,sample_2732,445,0.014549616,30585,0.222725,0.14,-4.186972701
2733,sample_2733,824,0.016410747,50211,0.365569,0.14,11.68648206
2734,sample_2734,456,0.019724037,23119,0.168186,0.14,39.94529976
2735,sample_2735,1090,0.016432739,66331,0.482754,0.14,11.87405192
2736,sample_2736,959,0.017490425,54830,0.398956,0.14,20.89498286
2737,sample_2737,633,0.016357434,38698,0.281671,0.14,11.23178641
2738,sample_2738,341,0.013992614,24370,0.177463,0.14,-8.93760346
2739,sample_2739,267,0.017137356,15580,0.113408,0.14,17.8836789
2740,sample_2740,253,0.014742731,17161,0.124907,0.14,-2.539910189
2741,sample_2741,1163,0.017892583,64999,0.472994,0.14,24.32496045
2742,sample_2742,1092,0.017513753,62351,0.453706,0.14,21.09394435
2743,sample_2743,554,0.015711409,35261,0.256731,0.14,5.721881871
2744,sample_2744,637,0.017888234,35610,0.259145,0.14,24.2878654
2745,sample_2745,1075,0.017871392,60152,0.437801,0.14,24.14422824
2746,sample_2746,245,0.015347031,15964,0.11623,0.14,2.614124073
2747,sample_2747,1102,0.016905211,65187,0.474426,0.14,15.90373535
2748,sample_2748,1099,0.016448895,66813,0.486291,0.14,12.01184392
2749,sample_2749,728,0.016938111,42980,0.312818,0.14,16.18433363
2750,sample_2750,921,0.016490895,55849,0.406425,0.14,12.37006254
2751,sample_2751,207,0.01273376,16256,0.118396,0.14,-19.6742815
2752,sample_2752,1084,0.017217554,62959,0.458135,0.14,18.56768799
2753,sample_2753,752,0.01694457,44380,0.323056,0.14,16.23942094
2754,sample_2754,598,0.016352648,36569,0.266249,0.14,11.19096631
2755,sample_2755,1146,0.017341303,66085,0.481083,0.14,19.62313103
2756,sample_2756,568,0.018619288,30506,0.221943,0.14,30.52297701
2757,sample_2757,819,0.018033689,45415,0.33043,0.14,25.52844662
2758,sample_2758,264,0.017138406,15404,0.112122,0.14,17.89263449
2759,sample_2759,271,0.018040208,15022,0.109305,0.14,25.58404148
2760,sample_2760,787,0.01809237,43499,0.316529,0.14,26.02892962
2761,sample_2761,394,0.019015444,20720,0.150792,0.14,33.90176391
2762,sample_2762,705,0.018593243,37917,0.275864,0.14,30.30084212
2763,sample_2763,1178,0.017320473,68012,0.495078,0.14,19.44547334
2764,sample_2764,622,0.016660863,37333,0.271686,0.14,13.81970732
2765,sample_2765,1119,0.01759351,63603,0.462884,0.14,21.77418583
2766,sample_2766,955,0.016322833,58507,0.425966,0.14,10.9366741
2767,sample_2767,1188,0.017702544,67109,0.48845,0.14,22.7041282
2768,sample_2768,416,0.016366998,25417,0.185026,0.14,11.31335686
2769,sample_2769,311,0.016885655,18418,0.134025,0.14,15.73694508
2770,sample_2770,1050,0.015919945,65955,0.480068,0.14,7.500472651
2771,sample_2771,229,0.015115512,15150,0.110294,0.14,0.639512411
2772,sample_2772,888,0.016690474,53204,0.387357,0.14,14.07226051
2773,sample_2773,367,0.014083967,26058,0.189759,0.14,-8.158462949
2774,sample_2774,726,0.018146371,40008,0.291163,0.14,26.48949855
2775,sample_2775,583,0.016810842,34680,0.25241,0.14,15.09886722
2776,sample_2776,706,0.015988043,44158,0.321387,0.14,8.081271636
2777,sample_2777,1000,0.017742765,56361,0.410111,0.14,23.04717682
2778,sample_2778,1121,0.017873942,62717,0.456517,0.14,24.1659702
2779,sample_2779,550,0.019210618,28630,0.208334,0.14,35.56639118
2780,sample_2780,988,0.018240224,54166,0.394115,0.14,27.28997079
2781,sample_2781,551,0.019059808,28909,0.210318,0.14,34.28014435
2782,sample_2782,509,0.016500794,30847,0.224525,0.14,12.4544917
2783,sample_2783,261,0.013673512,19088,0.138986,0.14,-11.65919969
2784,sample_2784,533,0.019095045,27913,0.203108,0.14,34.58067787
2785,sample_2785,418,0.016822279,24848,0.18085,0.14,15.19641665
2786,sample_2786,661,0.015437072,42819,0.311636,0.14,3.382081807
2787,sample_2787,1137,0.017009245,66846,0.486666,0.14,16.7910338
2788,sample_2788,1044,0.017202742,60688,0.441586,0.14,18.44135416
2789,sample_2789,1084,0.016302223,66494,0.484059,0.14,10.76088937
2790,sample_2790,944,0.018254597,51713,0.376375,0.14,27.41255706
2791,sample_2791,364,0.01674179,21742,0.158265,0.14,14.50992839
2792,sample_2792,895,0.017869265,50086,0.36458,0.14,24.12608202
2793,sample_2793,933,0.016808691,55507,0.403981,0.14,15.08051989
2794,sample_2794,780,0.017028337,45806,0.333389,0.14,16.95386616
2795,sample_2795,849,0.018050772,47034,0.342386,0.14,25.67414184
2796,sample_2796,492,0.015405812,31936,0.232491,0.14,3.115461443
2797,sample_2797,936,0.017336865,53989,0.39284,0.14,19.58528006
2798,sample_2798,271,0.018255305,14845,0.10806,0.14,27.4185898
2799,sample_2799,767,0.018581777,41277,0.30041,0.14,30.20304633
2800,sample_2800,426,0.016869951,25252,0.183809,0.14,15.60300299
2801,sample_2801,600,0.017088175,35112,0.255509,0.14,17.46422099
2802,sample_2802,554,0.019402515,28553,0.207793,0.14,37.20306207
2803,sample_2803,945,0.01648668,57319,0.41733,0.14,12.33411068
2804,sample_2804,996,0.016739777,59499,0.433029,0.14,14.49276012
2805,sample_2805,547,0.01954409,27988,0.203647,0.14,38.41055135
2806,sample_2806,859,0.017810491,48230,0.351044,0.14,23.62480721
2807,sample_2807,750,0.015428607,48611,0.353917,0.14,3.309879008
2808,sample_2808,1173,0.018019264,65097,0.473657,0.14,25.40541042
2809,sample_2809,575,0.015711241,36598,0.266421,0.14,5.720447696
2810,sample_2810,1166,0.017495424,66646,0.48504,0.14,20.93761583
2811,sample_2811,925,0.016176702,57181,0.416284,0.14,9.690332043
2812,sample_2812,440,0.018820309,23379,0.170158,0.14,32.2374695
2813,sample_2813,644,0.016879849,38152,0.277641,0.14,15.68742345
2814,sample_2814,875,0.016461912,53153,0.386992,0.14,12.1228664
2815,sample_2815,439,0.018008779,24377,0.177401,0.14,25.31598634
2816,sample_2816,828,0.015941471,51940,0.378092,0.14,7.684062227
2817,sample_2817,803,0.018407299,43624,0.317494,0.14,28.71493531
2818,sample_2818,744,0.017642874,42170,0.306892,0.14,22.19521084
2819,sample_2819,752,0.017972372,41842,0.304554,0.14,25.00547777
2820,sample_2820,475,0.017033026,27887,0.202927,0.14,16.99386037
2821,sample_2821,333,0.016610136,20048,0.145918,0.14,13.38705713
2822,sample_2822,722,0.015913249,45371,0.330261,0.14,7.443355544
2823,sample_2823,543,0.018815621,28859,0.210067,0.14,32.19748547
2824,sample_2824,742,0.018777679,39515,0.287529,0.14,31.8738858
2825,sample_2825,328,0.016751788,19580,0.142488,0.14,14.59519598
2826,sample_2826,641,0.017105193,37474,0.272688,0.14,17.60936591
2827,sample_2827,925,0.017650314,52407,0.38132,0.14,22.25866445
2828,sample_2828,1021,0.015831666,64491,0.469437,0.14,6.74754737
2829,sample_2829,786,0.015755292,49888,0.363109,0.14,6.096153911
2830,sample_2830,837,0.018055136,46358,0.337285,0.14,25.71136492
2831,sample_2831,1063,0.016414707,64759,0.471461,0.14,11.72025822
2832,sample_2832,651,0.017640842,36903,0.26862,0.14,22.17788114
2833,sample_2833,204,0.013244173,15403,0.112141,0.14,-15.32100153
2834,sample_2834,982,0.017277478,56837,0.41378,0.14,19.07877063
2835,sample_2835,639,0.015871833,40260,0.293116,0.14,7.090125929
2836,sample_2836,911,0.017853993,51025,0.371383,0.14,23.99583055
2837,sample_2837,670,0.018679082,35869,0.261073,0.14,31.03295763
2838,sample_2838,817,0.017829474,45823,0.333514,0.14,23.78671092
2839,sample_2839,1163,0.017893684,64995,0.472915,0.14,24.33435222
2840,sample_2840,961,0.017683645,54344,0.395423,0.14,22.54294255
2841,sample_2841,759,0.0185502,40916,0.297692,0.14,29.93373371
2842,sample_2842,554,0.017304929,32014,0.233028,0.14,19.31290166
2843,sample_2843,932,0.017445996,53422,0.388832,0.14,20.51605172
2844,sample_2844,547,0.015606277,35050,0.255099,0.14,4.825214481
2845,sample_2845,258,0.018737744,13769,0.10022,0.14,31.53328166
2846,sample_2846,845,0.015671365,53920,0.392593,0.14,5.380347513
2847,sample_2847,773,0.018112801,42677,0.310604,0.14,26.20318305
2848,sample_2848,364,0.014994851,24275,0.176749,0.14,-0.389595819
2849,sample_2849,1101,0.016842846,65369,0.475748,0.14,15.37182722
2850,sample_2850,297,0.014186091,20936,0.152429,0.14,-7.287451011
2851,sample_2851,730,0.016997695,42947,0.312574,0.14,16.69252212
2852,sample_2852,329,0.016684416,19719,0.143538,0.14,14.02058922
2853,sample_2853,1010,0.017744514,56919,0.414289,0.14,23.06209176
2854,sample_2854,1138,0.016627217,68442,0.498174,0.14,13.53274432
2855,sample_2855,661,0.017595698,37566,0.273347,0.14,21.79285137
2856,sample_2856,438,0.014777827,29639,0.215769,0.14,-2.240579691
2857,sample_2857,439,0.018894723,23234,0.16907,0.14,32.87214494
2858,sample_2858,1047,0.01643926,63689,0.463702,0.14,11.92966641
2859,sample_2859,723,0.015731755,45958,0.33449,0.14,5.895410418
2860,sample_2860,687,0.017246573,39834,0.289849,0.14,18.81518899
2861,sample_2861,997,0.01719173,57993,0.422186,0.14,18.34743481
2862,sample_2862,396,0.014388489,27522,0.200389,0.14,-5.561210352
2863,sample_2863,518,0.016711834,30996,0.225653,0.14,14.25443321
2864,sample_2864,627,0.016561014,37860,0.275572,0.14,12.96810405
2865,sample_2865,671,0.01859653,36082,0.262512,0.14,30.32887662
2866,sample_2866,764,0.01634889,46731,0.340124,0.14,11.15891493
2867,sample_2867,174,0.012640756,13765,0.100244,0.14,-20.4675087
2868,sample_2868,1008,0.017934028,56206,0.409152,0.14,24.67844565
2869,sample_2869,931,0.017546836,53058,0.386241,0.14,21.37610482
2870,sample_2870,974,0.016361224,59531,0.433372,0.14,11.26410313
2871,sample_2871,974,0.01650316,59019,0.429497,0.14,12.47466907
2872,sample_2872,428,0.016190044,26436,0.192453,0.14,9.804123563
2873,sample_2873,1073,0.017751969,60444,0.439825,0.14,23.12567178
2874,sample_2874,509,0.019096571,26654,0.194007,0.14,34.5936892
2875,sample_2875,993,0.017178445,57805,0.420717,0.14,18.23412571
2876,sample_2876,617,0.015068627,40946,0.298132,0.14,0.239637112
2877,sample_2877,284,0.013976378,20320,0.147962,0.14,-9.07607846
2878,sample_2878,444,0.016696751,26592,0.193523,0.14,14.12579236
2879,sample_2879,530,0.016173329,32770,0.238498,0.14,9.66156578
2880,sample_2880,904,0.01685121,53646,0.390383,0.14,15.44316136
2881,sample_2881,1041,0.016665599,62464,0.454741,0.14,13.86010324
2882,sample_2882,439,0.015070892,29129,0.212041,0.14,0.25895155
2883,sample_2883,505,0.016458089,30684,0.223323,0.14,12.09026087
2884,sample_2884,644,0.015732258,40935,0.297906,0.14,5.899703692
2885,sample_2885,670,0.015049754,44519,0.324175,0.14,0.078671172
2886,sample_2886,740,0.016591928,44600,0.32467,0.14,13.23176729
2887,sample_2887,743,0.018812032,39496,0.287333,0.14,32.16687362
2888,sample_2888,925,0.018255378,50670,0.368792,0.14,27.41921343
2889,sample_2889,580,0.017078916,33960,0.247229,0.14,17.38525495
2890,sample_2890,956,0.017831164,53614,0.390271,0.14,23.80111816
2891,sample_2891,1201,0.017828778,67363,0.490271,0.14,23.78077587
2892,sample_2892,635,0.017895389,35484,0.258244,0.14,24.34889696
2893,sample_2893,859,0.015781738,54430,0.396183,0.14,6.321711348
2894,sample_2894,582,0.016578835,35105,0.255539,0.14,13.12009522
2895,sample_2895,498,0.019161216,25990,0.189104,0.14,35.14504173
2896,sample_2896,375,0.015694317,23894,0.173915,0.14,5.576099932
2897,sample_2897,1055,0.015559325,67805,0.493716,0.14,4.424762329
2898,sample_2898,729,0.018171394,40118,0.291974,0.14,26.7029236
2899,sample_2899,984,0.0169825,57942,0.421774,0.14,16.56292424
2900,sample_2900,876,0.018095809,48409,0.352288,0.14,26.05825797
2901,sample_2901,883,0.017032522,51842,0.377314,0.14,16.98955968
2902,sample_2902,849,0.015897983,53403,0.388727,0.14,7.31315894
2903,sample_2903,498,0.014700673,33876,0.246638,0.14,-2.898616242
2904,sample_2904,1132,0.017508855,64653,0.470672,0.14,21.05217116
2905,sample_2905,283,0.015820662,17888,0.13022,0.14,6.653690436
2906,sample_2906,861,0.015465306,55673,0.40537,0.14,3.622887746
2907,sample_2907,608,0.01491,40778,0.296922,0.14,-1.113277067
2908,sample_2908,996,0.017097538,58254,0.423966,0.14,17.54408064
2909,sample_2909,739,0.015850886,46622,0.33933,0.14,6.911468408
2910,sample_2910,488,0.016922117,28838,0.209855,0.14,16.04792109
2911,sample_2911,1086,0.016276734,66721,0.485542,0.14,10.54350148
2912,sample_2912,793,0.01779064,44574,0.324488,0.14,23.45549846
2913,sample_2913,483,0.014755751,32733,0.238355,0.14,-2.428859538
2914,sample_2914,884,0.016874093,52388,0.381405,0.14,15.63833331
2915,sample_2915,837,0.01766419,47384,0.344817,0.14,22.37701661
2916,sample_2916,258,0.013213152,19526,0.142206,0.14,-15.58558188
2917,sample_2917,875,0.016389144,53389,0.388661,0.14,11.50223314
2918,sample_2918,786,0.015833048,49643,0.361331,0.14,6.759330329
2919,sample_2919,333,0.014641224,22744,0.165566,0.14,-3.405652471
2920,sample_2920,609,0.015306122,39788,0.289589,0.14,2.265219441
2921,sample_2921,491,0.0184642,26592,0.193553,0.14,29.20024017
2922,sample_2922,754,0.016924044,44552,0.324292,0.14,16.06435772
2923,sample_2923,870,0.016787265,51825,0.377266,0.14,14.89777935
2924,sample_2924,908,0.017317008,52434,0.381568,0.14,19.41592222
2925,sample_2925,393,0.016071648,24453,0.17801,0.14,8.794330399
2926,sample_2926,1002,0.016307267,61445,0.447335,0.14,10.80390848
2927,sample_2927,257,0.0137809,18649,0.135756,0.14,-10.74329814
2928,sample_2928,580,0.0176544,32853,0.239135,0.14,22.29351377
2929,sample_2929,1069,0.016034439,66669,0.485213,0.14,8.476978666
2930,sample_2930,1020,0.015948714,63955,0.465457,0.14,7.745837366
2931,sample_2931,716,0.017685563,40485,0.294636,0.14,22.55929785
2932,sample_2932,930,0.017134329,54277,0.395159,0.14,17.85786929
2933,sample_2933,980,0.017314794,56599,0.411868,0.14,19.3970349
2934,sample_2934,691,0.017675347,39094,0.284603,0.14,22.47216669
2935,sample_2935,577,0.018860524,30593,0.222622,0.14,32.58045893
2936,sample_2936,705,0.01532209,46012,0.334998,0.14,2.401404626
2937,sample_2937,250,0.016795432,14885,0.108344,0.14,14.9674335
2938,sample_2938,327,0.021096774,15500,0.112769,0.14,51.65328358
2939,sample_2939,680,0.015920212,42713,0.310909,0.14,7.502743289
2940,sample_2940,553,0.016846915,32825,0.238945,0.14,15.40653538
2941,sample_2941,427,0.016906874,25256,0.183794,0.14,15.91791429
2942,sample_2942,225,0.0144,15625,0.113779,0.14,-5.463035617
2943,sample_2943,524,0.017610486,29755,0.216537,0.14,21.91897203
2944,sample_2944,1062,0.015718663,67563,0.49185,0.14,5.783745408
2945,sample_2945,741,0.015564938,47607,0.346522,0.14,4.472638589
2946,sample_2946,301,0.015127909,19897,0.14486,0.14,0.745247083
2947,sample_2947,520,0.019484412,26688,0.194216,0.14,37.9015631
2948,sample_2948,498,0.015711762,31696,0.230749,0.14,5.724888582
2949,sample_2949,500,0.016490765,30320,0.220655,0.14,12.36895445
2950,sample_2950,586,0.016777851,34927,0.254252,0.14,14.81748897
2951,sample_2951,503,0.018385175,27359,0.199157,0.14,28.52624264
2952,sample_2952,570,0.017334185,32883,0.23932,0.14,19.56242185
2953,sample_2953,797,0.017469259,45623,0.332118,0.14,20.71445932
2954,sample_2954,539,0.016733414,32211,0.234451,0.14,14.43848979
2955,sample_2955,1101,0.018039126,61034,0.44412,0.14,25.5748135
2956,sample_2956,229,0.01600727,14306,0.104119,0.14,8.245255161
2957,sample_2957,786,0.016912682,46474,0.338255,0.14,15.96745667
2958,sample_2958,405,0.02091402,19365,0.140841,0.14,50.09458702
2959,sample_2959,688,0.016366924,42036,0.305919,0.14,11.31271825
2960,sample_2960,443,0.015006775,29520,0.214902,0.14,-0.287893459
2961,sample_2961,1065,0.017764508,59951,0.436341,0.14,23.23261532
2962,sample_2962,1015,0.017331466,58564,0.426313,0.14,19.53923675
2963,sample_2963,794,0.018648566,42577,0.309834,0.14,30.77268804
2964,sample_2964,527,0.016913251,31159,0.226767,0.14,15.97230987
2965,sample_2965,391,0.018907157,20680,0.15045,0.14,32.97818874
2966,sample_2966,1040,0.017074372,60910,0.443251,0.14,17.34649652
2967,sample_2967,737,0.015738111,46829,0.340947,0.14,5.949619606
2968,sample_2968,454,0.01594493,28473,0.207284,0.14,7.71356684
2969,sample_2969,875,0.016171361,54108,0.39377,0.14,9.644778433
2970,sample_2970,1006,0.015860253,63429,0.461723,0.14,6.99136187
2971,sample_2971,692,0.017101621,40464,0.294441,0.14,17.57890279
2972,sample_2972,922,0.017424829,52913,0.385107,0.14,20.33552331
2973,sample_2973,321,0.01818903,17648,0.12844,0.14,26.85333582
2974,sample_2974,279,0.015375289,18146,0.132065,0.14,2.855138851
2975,sample_2975,772,0.018062282,42741,0.311094,0.14,25.77231269
2976,sample_2976,726,0.016268908,44625,0.324896,0.14,10.47674641
2977,sample_2977,607,0.018975866,31988,0.232818,0.14,33.56420536
2978,sample_2978,359,0.016526262,21723,0.158095,0.14,12.67170857
2979,sample_2979,427,0.018326967,23299,0.169546,0.14,28.02979004
2980,sample_2980,822,0.017240294,47679,0.347066,0.14,18.76163746
2981,sample_2981,340,0.020551257,16544,0.120338,0.14,47.00060772
2982,sample_2982,818,0.01568462,52153,0.379702,0.14,5.493400757
2983,sample_2983,691,0.015411379,44837,0.326434,0.14,3.162945168
2984,sample_2984,1107,0.017595168,62915,0.457914,0.14,21.78832973
2985,sample_2985,598,0.01776009,33671,0.24508,0.14,23.19493966
